ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
260,2020-12-10T01:47:32Z,2020-12-10T02:04:14Z,1002,I am a student who is learning to code,No,Student,Upper East Region,"Bolgatanga, Ghana",20 - 25,Once a year,Windows,MacOS,I have little or no influence,Ask developers I know/work with;Start a free trial;,Bachelor,Web_Development_Web_Design,Somewhat important,learn more independently,Neither satisfied nor dissatisfied,NA,0,Never,Yes,,"GHS 3,500 - GHS 4,000","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Curious about other opportunities;Better work/life balance;,"Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Read company media, such as employees blogs or company culture videos;",Yes,Developers in Vogue;PyLadies Ghana;Facebook Developer Circle;DSG,21,Woman,No,Straight / Heterosexual,Black or of African descent,I prefer not to answer;,None of the above;,No,Too long,Easy,Thank you
261,2020-12-10T05:21:08Z,2020-12-10T05:44:43Z,1415,I am a developer by profession,Yes,Student,Greater Accra Region,"adenta, Ghana",20 - 25,,Windows,MacOS,I have a great deal of influence,Start a free trial;,Secondary_High_School,Computer_Science_Engineering,Critically important,More Focus on Mathematics,Slightly dissatisfied,NA,6,Occasionally: 1-2 days per quarter but less than monthly,Yes,,,"I'm not actively looking, but I am open to new opportunities",Building Credibility and Connections(Relationships). As well making my skills practical.;,"Read company media, such as employees blogs or company culture videos;",Yes,Python Ghana,23,Man,No,,Black or of African descent,,,,Too long,Neither easy nor difficult,Nice Survey
262,2020-12-10T13:07:11Z,2020-12-10T13:15:18Z,487,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"ablekuma, Ghana",20 - 25,Once a year,Windows,Windows,I have little or no influence,Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Fairly important,,Very satisfied,1,,,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Wanting to improve your skills;Better compensation;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Publicly available financial information (e.g. Crunchbase);",No,,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,I have an anxiety disorder;,Yes,Appropriate in length,Neither easy nor difficult,
263,2020-12-10T20:39:05Z,2020-12-10T20:52:54Z,829,I am a developer by profession,No,"Not employed, but looking for work",Greater Accra Region,"Sowutuom, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Start a free trial;,Bachelor,Information_Technology,Fairly important,I would study Computer Science,Slightly dissatisfied,Below 100,8,Sometimes: 1-2 days per month but less than weekly,No,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Facebook Developer Circle;DevCongress;Google Developer Group,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
264,2020-12-11T12:10:45Z,2020-12-11T12:27:52Z,1027,None of these,No,Student,Greater Accra Region,"accra, Ghana",20 - 25,Once every few years,Windows,Windows,I have little or no influence,Ask developers I know/work with;,Secondary_High_School,Health_Science,Critically important,Yes,Neither satisfied nor dissatisfied,Below 100,40,Sometimes: 1-2 days per month but less than weekly,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",No,,20,Man,No,,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,Enjoyed it. Open to learn and join your team. Thank you
265,2020-12-11T16:35:47Z,2020-12-11T16:40:45Z,298,I code primarily as a hobby,Yes,Employed part-time,Greater Accra Region,"accra, Ghana",26 - 30,Every few months,Windows,Windows,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;,Bachelor,Business,Critically important,,,,,,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,,,Yes,,,Man,No,,Black or of African descent,,,,Too long,,
266,2020-12-11T17:09:09Z,2020-12-11T17:39:21Z,1812,I am a student who is learning to code,No,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Windows,Windows,I have some influence,Start a free trial;,Higher_National_Diploma,Computer_Science_Engineering,Critically important,The non practical aspects of studies,Slightly satisfied,Below 100,9,Occasionally: 1-2 days per quarter but less than monthly,No,Observation through hard work,"Less than GHS 1,500",I am actively looking for a job,Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Developers in Vogue,21,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);",No,Appropriate in length,Neither easy nor difficult,
267,2020-12-12T12:51:00Z,2020-12-12T13:02:25Z,685,I am a student who is learning to code,No,"Independent contractor, freelancer, or self-employed",Ashanti Region,"Kumasi, Ghana",31 - 35,Every few months,Windows,Windows,,Read ratings or reviews on third party siteslike G2Crowd;Visit developer communities like Stack Overflow;,Bachelor,Social_Science,Not at all important/not necessary,,,1,60,Frequently: 3 or more days per week,,,,I am actively looking for a job,,,Yes,DevCongress;Stack Overflow;Clever programmer,,Man,,Straight / Heterosexual,,,,,Appropriate in length,Easy,
268,2020-12-12T10:55:28Z,2020-12-12T15:59:17Z,18229,"I am not primarily a developer, but I write code sometimes as part of my work",No,Employed full-time,Greater Accra Region,"accra, Ghana",26 - 30,Once a year,Windows,Windows,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Critically important,,Slightly satisfied,Below 20,50,Frequently: 3 or more days per week,Yes,External trainings,"GHS 3,000 - GHS 3,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Better compensation;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",No,,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Easy,I will be glad if recommendations based on the reviews can be shared to help improve the developer community in Ghana
269,2020-12-12T19:52:50Z,2020-12-12T20:07:02Z,852,I am a student who is learning to code,Yes,Student,Ashanti Region,"Kumasi, Ghana",20 - 25,Once every few years,Windows,MacOS,I have little or no influence,Start a free trial;,Bachelor,Mathematics_Statistics,Very important,,,NA,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",No,,24,Man,No,,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
270,2020-12-12T22:38:52Z,2020-12-12T22:49:09Z,617,I am a developer by profession,Yes,Employed part-time,Volta Region,"Ho, Ghana",20 - 25,Once a year,Windows,MacOS,I have little or no influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;Ask developers I know/work with;,Bachelor,Information_Technology,Not at all important/not necessary,,Slightly dissatisfied,Below 10,40,Frequently: 3 or more days per week,No,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to share accomplishments with a wider network;Curious about other opportunities;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Publicly available financial information (e.g. Crunchbase);Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,,,Man,,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
271,2020-12-12T23:10:28Z,2020-12-12T23:33:02Z,1354,I am a developer by profession,No,Employed full-time,Ashanti Region,"Kumasi, Ghana",26 - 30,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Very important,Yes,Neither satisfied nor dissatisfied,Below 20,40,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"GHS 2,000 - GHS 2,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
272,2020-12-13T00:04:21Z,2020-12-13T00:08:41Z,260,I am a developer by profession,No,Employed full-time,Greater Accra Region,"accra, Ghana",26 - 30,Once a year,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Very important,Nothing,Neither satisfied nor dissatisfied,Below 20,50,Frequently: 3 or more days per week,No,,"GHS 2,500 - GHS 3,000",I am actively looking for a job,Better compensation;Wanting to share accomplishments with a wider network;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);",Yes,,,Man,No,Straight / Heterosexual,Black or of African descent,,,No,Appropriate in length,Neither easy nor difficult,
273,2020-12-13T09:29:11Z,2020-12-13T09:45:01Z,950,I am a student who is learning to code,Yes,"Independent contractor, freelancer, or self-employed",Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Windows,Windows,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Physics,Fairly important,I would study Computer Science,Slightly satisfied,1,9,Rarely: 1-2 days per year or less,Yes,,"Less than GHS 1,500",I am actively looking for a job,Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Github KNUST,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
274,2020-12-13T12:38:39Z,2020-12-13T12:54:47Z,968,I am a student who is learning to code,Yes,Student,Greater Accra Region,"ablekuma, Ghana",20 - 25,Once every few years,Windows,Windows,I have little or no influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Computer_Science_Engineering,Fairly important,Nothing,,,,Never,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to work with new technologies;Wanting to improve your skills;Wanting to share accomplishments with a wider network;Curious about other opportunities;Better work/life balance;Better compensation;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Just going there frequently just access their interpersonal relationships with each other ;",Yes,GitHub,21,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,Survey was moderate. But some people say you can't learn multiple programming languages but I personally think it's possible and necessary. That is my debate often with my colleagues in class.
